pos_txn_id,store_id,txn_date,tender,gross_amount,tax_amount,discount_amount
POS-00000372,ST-007,2025-02-06,GIFT_CARD,23.09,1.62,0.0
POS-00000373,ST-008,2025-06-29,DEBIT,73.04,5.11,0.0
POS-00000374,ST-008,2025-03-28,CREDIT,146.21,10.23,0.0
POS-00000375,ST-002,2025-08-26,DEBIT,35.01,2.45,0.0
POS-00000376,ST-003,2025-09-02,CASH,57.38,4.02,0.0
POS-00000377,ST-004,2025-06-01,CREDIT,28.36,1.99,0.0
POS-00000378,ST-005,2025-05-12,GIFT_CARD,112.46,7.87,0.0
POS-00000379,ST-007,2025-12-28,CASH,111.0,7.77,0.0
POS-00000380,ST-006,2025-02-20,GIFT_CARD,10.58,0.74,0.0
POS-00000381,ST-002,2025-08-19,CREDIT,58.25,4.08,0.0
POS-00000382,ST-004,2025-09-30,CREDIT,31.96,2.24,0.0
POS-00000383,ST-005,2025-10-17,GIFT_CARD,45.08,3.16,0.0
POS-00000384,ST-007,2025-02-24,GIFT_CARD,95.92,6.71,0.0
POS-00000385,ST-005,2025-12-05,DEBIT,43.67,3.06,0.0
POS-00000386,ST-008,2025-03-29,CREDIT,36.35,2.54,0.0
POS-00000387,ST-007,2025-02-05,CREDIT,93.81,6.57,0.0
POS-00000388,ST-008,2025-04-05,CASH,38.87,2.72,0.0
POS-00000389,ST-004,2025-06-04,CREDIT,38.99,2.73,0.0
POS-00000390,ST-006,2025-11-23,DEBIT,65.79,4.61,0.0
POS-00000391,ST-005,2025-09-04,CASH,204.03,14.28,0.0
POS-00000392,ST-005,2025-07-23,DEBIT,18.75,1.31,0.0
POS-00000393,ST-004,2025-11-11,GIFT_CARD,24.2,1.69,0.0
POS-00000394,ST-002,2025-01-17,GIFT_CARD,169.39,11.86,0.0
POS-00000395,ST-007,2025-01-10,CREDIT,19.89,1.39,0.0
POS-00000396,ST-007,2025-06-27,CREDIT,16.31,1.14,0.0
POS-00000397,ST-004,2025-03-29,DEBIT,33.32,2.33,0.0
POS-00000398,ST-006,2025-06-07,GIFT_CARD,26.6,1.86,0.0
POS-00000399,ST-003,2025-08-23,DEBIT,8.64,0.6,0.0
POS-00000400,ST-005,2025-08-12,GIFT_CARD,37.85,2.65,0.0
POS-00000401,ST-008,2025-05-25,GIFT_CARD,112.93,7.91,0.0
POS-00000402,ST-003,2025-01-26,CREDIT,23.78,1.66,0.0
POS-00000403,ST-004,2025-04-10,DEBIT,19.47,1.36,0.0
POS-00000404,ST-002,2025-09-14,CASH,104.7,7.33,0.0
POS-00000405,ST-001,2025-03-21,CASH,37.82,2.65,0.0
POS-00000406,ST-003,2025-03-05,DEBIT,51.7,3.62,0.0
POS-00000407,ST-002,2025-02-09,CASH,115.51,8.09,0.0
POS-00000408,ST-001,2025-07-05,DEBIT,18.4,1.29,0.0
POS-00000409,ST-005,2025-06-08,CASH,66.31,4.64,0.0
POS-00000410,ST-005,2025-03-15,CASH,49.7,3.48,0.0
POS-00000411,ST-006,2025-11-20,CASH,79.46,5.56,0.0
POS-00000412,ST-004,2025-05-04,DEBIT,45.38,3.18,0.0
POS-00000413,ST-001,2025-01-28,DEBIT,23.19,1.62,0.0
POS-00000414,ST-007,2025-04-16,CASH,22.23,1.56,0.0
POS-00000415,ST-006,2025-07-14,CASH,35.07,2.45,0.0
POS-00000416,ST-005,2025-07-09,CASH,29.13,2.04,0.0
POS-00000417,ST-001,2025-12-31,GIFT_CARD,39.17,2.74,0.0
POS-00000418,ST-004,2025-03-18,CREDIT,29.49,2.06,0.0
POS-00000419,ST-005,2025-02-03,CREDIT,86.01,6.02,0.0
POS-00000420,ST-005,2025-10-07,GIFT_CARD,29.16,2.04,0.0
POS-00000421,ST-006,2025-07-26,CREDIT,31.04,2.17,0.0
POS-00000422,ST-003,2025-07-12,CASH,37.85,2.65,0.0
POS-00000423,ST-005,2025-01-19,CASH,34.1,2.39,0.0
POS-00000424,ST-004,2025-10-31,CASH,17.41,1.22,0.0
POS-00000425,ST-007,2025-03-22,CREDIT,45.77,3.2,0.0
POS-00000426,ST-005,2025-04-04,GIFT_CARD,40.14,2.81,0.0
POS-00000427,ST-008,2025-04-27,DEBIT,86.78,6.07,0.0
POS-00000428,ST-001,2025-05-23,CREDIT,35.11,2.46,0.0
POS-00000429,ST-001,2025-05-13,GIFT_CARD,31.86,2.23,0.0
POS-00000430,ST-005,2025-01-06,DEBIT,25.36,1.78,0.0
POS-00000431,ST-008,2025-06-18,GIFT_CARD,29.07,2.03,0.0
POS-00000432,ST-008,2025-07-04,CASH,12.34,0.86,0.0
POS-00000433,ST-003,2025-09-23,GIFT_CARD,20.11,1.41,0.0
POS-00000434,ST-007,2025-11-09,CASH,16.67,1.17,0.0
POS-00000435,ST-002,2025-03-12,CASH,15.04,1.05,0.0
POS-00000436,ST-007,2025-06-27,CASH,45.46,3.18,0.0
POS-00000437,ST-002,2025-12-03,GIFT_CARD,70.37,4.93,0.0
POS-00000438,ST-007,2025-10-02,CASH,88.03,6.16,0.0
POS-00000439,ST-003,2025-09-15,GIFT_CARD,58.61,4.1,0.0
POS-00000440,ST-001,2025-12-31,CREDIT,58.29,4.08,0.0
POS-00000441,ST-008,2025-06-16,CREDIT,12.28,0.86,0.0
POS-00000442,ST-001,2025-08-30,DEBIT,28.74,2.01,0.0
POS-00000443,ST-007,2025-10-05,CREDIT,33.2,2.32,0.0
POS-00000444,ST-007,2025-07-01,CASH,38.36,2.69,0.0
POS-00000445,ST-002,2025-09-28,GIFT_CARD,25.11,1.76,0.0
POS-00000446,ST-003,2025-01-21,CREDIT,10.27,0.72,0.0
POS-00000447,ST-006,2025-04-19,CASH,43.29,3.03,0.0
POS-00000448,ST-006,2025-12-13,CREDIT,34.28,2.4,0.0
POS-00000449,ST-001,2025-10-09,DEBIT,286.61,20.06,0.0
POS-00000450,ST-007,2025-03-08,GIFT_CARD,35.58,2.49,0.0
POS-00000451,ST-004,2025-11-26,CASH,89.53,6.27,0.0
POS-00000452,ST-007,2025-07-25,DEBIT,26.75,1.87,0.0
POS-00000453,ST-003,2025-12-12,CASH,56.78,3.97,0.0
POS-00000454,ST-007,2025-06-02,DEBIT,13.13,0.92,0.0
POS-00000455,ST-002,2025-08-30,CASH,32.31,2.26,0.0
POS-00000456,ST-006,2025-01-02,CASH,27.17,1.9,0.0
POS-00000457,ST-001,2025-09-07,DEBIT,44.03,3.08,0.0
POS-00000458,ST-007,2025-09-14,DEBIT,36.41,2.55,0.0
POS-00000459,ST-001,2025-12-20,GIFT_CARD,49.8,3.49,0.0
POS-00000460,ST-008,2025-01-18,CASH,11.95,0.84,0.0
POS-00000461,ST-005,2025-08-26,DEBIT,43.28,3.03,0.0
POS-00000462,ST-006,2025-09-24,CASH,41.04,2.87,0.0
POS-00000463,ST-001,2025-06-01,CREDIT,13.33,0.93,0.0
POS-00000464,ST-004,2025-05-08,CREDIT,81.7,5.72,0.0
POS-00000465,ST-007,2025-03-10,DEBIT,30.12,2.11,0.0
POS-00000466,ST-008,2025-11-17,GIFT_CARD,17.55,1.23,0.0
POS-00000467,ST-005,2025-08-15,CREDIT,36.88,2.58,0.0
POS-00000468,ST-006,2025-10-22,CREDIT,109.66,7.68,0.0
POS-00000469,ST-005,2025-03-04,CASH,16.11,1.13,0.0
POS-00000470,ST-004,2025-04-06,CASH,11.76,0.82,0.0
POS-00000471,ST-004,2025-03-16,GIFT_CARD,17.92,1.25,0.0
POS-00000472,ST-001,2025-08-15,CASH,60.6,4.24,0.0
POS-00000473,ST-008,2025-11-27,DEBIT,11.89,0.83,0.0
POS-00000474,ST-006,2025-03-29,CASH,43.28,3.03,0.0
POS-00000475,ST-005,2025-06-17,CASH,42.27,2.96,0.0
POS-00000476,ST-006,2025-05-30,CREDIT,76.74,5.37,0.0
POS-00000477,ST-005,2025-01-17,DEBIT,14.68,1.03,0.0
POS-00000478,ST-003,2025-08-07,CREDIT,36.65,2.57,0.0
POS-00000479,ST-001,2025-01-05,CREDIT,47.39,3.32,0.0
POS-00000480,ST-007,2025-03-27,CREDIT,101.64,7.11,0.0
POS-00000481,ST-006,2025-05-13,CREDIT,83.39,5.84,0.0
POS-00000482,ST-002,2025-01-03,CASH,14.34,1.0,0.0
POS-00000483,ST-002,2025-08-17,DEBIT,114.37,8.01,0.0
POS-00000484,ST-007,2025-05-01,DEBIT,17.25,1.21,0.0
POS-00000485,ST-003,2025-11-19,CASH,4.27,0.3,0.0
POS-00000486,ST-008,2025-12-19,DEBIT,77.17,5.4,0.0
POS-00000487,ST-001,2025-11-26,GIFT_CARD,63.53,4.45,0.0
POS-00000488,ST-007,2025-04-20,GIFT_CARD,16.46,1.15,0.0
POS-00000489,ST-001,2025-11-17,GIFT_CARD,435.26,30.47,0.0
POS-00000490,ST-003,2025-07-16,GIFT_CARD,33.32,2.33,0.0
POS-00000491,ST-004,2025-12-25,CREDIT,15.87,1.11,0.0
POS-00000492,ST-006,2025-08-17,CREDIT,35.27,2.47,0.0
POS-00000493,ST-006,2025-01-23,DEBIT,71.81,5.03,0.0
POS-00000494,ST-005,2025-05-06,GIFT_CARD,89.04,6.23,0.0
POS-00000495,ST-003,2025-08-05,CREDIT,31.4,2.2,0.0
POS-00000496,ST-007,2025-07-14,DEBIT,61.97,4.34,0.0
POS-00000497,ST-004,2025-05-17,GIFT_CARD,44.03,3.08,0.0
POS-00000498,ST-006,2025-05-25,DEBIT,81.81,5.73,0.0
POS-00000499,ST-004,2025-06-27,GIFT_CARD,42.37,2.97,0.0
POS-00000500,ST-003,2025-08-06,CASH,33.91,2.37,0.0
POS-00000501,ST-006,2025-10-27,DEBIT,41.47,2.9,0.0
POS-00000502,ST-005,2025-01-28,CASH,9.72,0.68,0.0
POS-00000503,ST-002,2025-01-19,CREDIT,13.69,0.96,0.0
POS-00000504,ST-003,2025-02-23,DEBIT,53.16,3.72,0.0
POS-00000505,ST-006,2025-04-30,GIFT_CARD,25.46,1.78,0.0
POS-00000506,ST-008,2025-04-12,GIFT_CARD,128.03,8.96,0.0
POS-00000507,ST-005,2025-08-17,CASH,170.67,11.95,0.0
POS-00000508,ST-003,2025-10-17,GIFT_CARD,60.63,4.24,0.0
POS-00000509,ST-006,2025-03-14,CASH,35.5,2.49,0.0
POS-00000510,ST-006,2025-05-05,CREDIT,81.87,5.73,0.0
POS-00000511,ST-003,2025-12-23,DEBIT,23.47,1.64,0.0
POS-00000512,ST-005,2025-06-22,GIFT_CARD,13.8,0.97,0.0
POS-00000513,ST-007,2025-10-25,DEBIT,43.5,3.05,0.0
POS-00000514,ST-007,2025-10-15,DEBIT,60.37,4.23,0.0
POS-00000515,ST-002,2025-01-07,CREDIT,71.79,5.03,0.0
POS-00000516,ST-007,2025-02-12,CASH,21.41,1.5,0.0
POS-00000517,ST-003,2025-09-27,CASH,15.62,1.09,0.0
POS-00000518,ST-001,2025-05-11,CASH,34.59,2.42,0.0
POS-00000519,ST-005,2025-01-23,CREDIT,24.77,1.73,0.0
POS-00000520,ST-002,2025-01-07,GIFT_CARD,44.18,3.09,0.0
POS-00000521,ST-007,2025-07-23,GIFT_CARD,47.47,3.32,0.0
POS-00000522,ST-007,2025-05-09,GIFT_CARD,25.5,1.78,0.0
POS-00000523,ST-004,2025-08-21,CREDIT,72.82,5.1,0.0
POS-00000524,ST-005,2025-10-27,DEBIT,36.76,2.57,0.0
POS-00000525,ST-007,2025-10-11,DEBIT,31.92,2.23,0.0
POS-00000526,ST-007,2025-01-25,DEBIT,51.53,3.61,0.0
POS-00000527,ST-002,2025-02-05,DEBIT,26.14,1.83,0.0
POS-00000528,ST-007,2025-08-08,CASH,28.25,1.98,0.0
POS-00000529,ST-007,2025-01-08,GIFT_CARD,21.88,1.53,0.0
POS-00000530,ST-002,2025-01-09,GIFT_CARD,38.25,2.68,0.0
POS-00000531,ST-005,2025-04-29,GIFT_CARD,31.09,2.18,0.0
POS-00000532,ST-008,2025-06-02,GIFT_CARD,23.24,1.63,0.0
POS-00000533,ST-007,2025-08-01,CREDIT,37.58,2.63,0.0
POS-00000534,ST-006,2025-04-22,CREDIT,17.68,1.24,0.0
POS-00000535,ST-005,2025-10-09,CASH,24.22,1.7,0.0
POS-00000536,ST-004,2025-02-10,CREDIT,79.86,5.59,0.0
POS-00000537,ST-001,2025-05-07,CREDIT,49.86,3.49,0.0
POS-00000538,ST-001,2025-12-21,DEBIT,28.79,2.02,0.0
POS-00000539,ST-005,2025-08-04,GIFT_CARD,90.39,6.33,0.0
POS-00000540,ST-004,2025-08-30,CASH,43.5,3.05,0.0
POS-00000541,ST-004,2025-11-25,DEBIT,42.78,2.99,0.0
POS-00000542,ST-006,2025-08-12,GIFT_CARD,37.78,2.64,0.0
POS-00000543,ST-001,2025-01-08,CASH,5.69,0.4,0.0
POS-00000544,ST-008,2025-05-02,DEBIT,22.36,1.57,0.0
POS-00000545,ST-002,2025-08-03,CREDIT,11.3,0.79,0.0
POS-00000546,ST-006,2025-08-28,CASH,27.97,1.96,0.0
POS-00000547,ST-003,2025-08-05,CREDIT,21.27,1.49,0.0
POS-00000548,ST-006,2025-03-13,CREDIT,32.32,2.26,0.0
POS-00000549,ST-007,2025-07-14,DEBIT,85.85,6.01,0.0
POS-00000550,ST-006,2025-03-02,CREDIT,38.88,2.72,0.0
POS-00000551,ST-007,2025-05-07,GIFT_CARD,47.25,3.31,0.0
POS-00000552,ST-001,2025-10-18,DEBIT,69.79,4.89,0.0
POS-00000553,ST-007,2025-11-20,GIFT_CARD,27.93,1.96,0.0
POS-00000554,ST-008,2025-03-12,CREDIT,12.6,0.88,0.0
POS-00000555,ST-008,2025-07-01,GIFT_CARD,52.93,3.71,0.0
POS-00000556,ST-001,2025-04-06,CREDIT,6.25,0.44,0.0
POS-00000557,ST-001,2025-12-06,CREDIT,82.33,5.76,0.0
POS-00000558,ST-001,2025-02-14,CREDIT,79.15,5.54,0.0
POS-00000559,ST-007,2025-06-27,CASH,163.32,11.43,0.0
POS-00000560,ST-007,2025-06-29,GIFT_CARD,146.75,10.27,0.0
POS-00000561,ST-007,2025-08-21,CASH,24.46,1.71,0.0
POS-00000562,ST-004,2025-04-19,DEBIT,38.61,2.7,0.0
POS-00000563,ST-005,2025-06-19,DEBIT,34.35,2.4,0.0
POS-00000564,ST-007,2025-12-28,CASH,31.59,2.21,0.0
POS-00000565,ST-005,2025-10-26,CREDIT,52.93,3.71,0.0
POS-00000566,ST-007,2025-01-15,CREDIT,42.1,2.95,0.0
POS-00000567,ST-005,2025-03-31,GIFT_CARD,49.56,3.47,0.0
POS-00000568,ST-004,2025-01-15,DEBIT,25.01,1.75,0.0
POS-00000569,ST-004,2025-04-14,GIFT_CARD,67.19,4.7,0.0
POS-00000570,ST-004,2025-03-22,GIFT_CARD,62.53,4.38,0.0
POS-00000571,ST-004,2025-06-17,CASH,23.88,1.67,0.0
POS-00000572,ST-001,2025-03-21,CASH,45.38,3.18,0.0
POS-00000573,ST-001,2025-09-17,DEBIT,69.25,4.85,0.0
POS-00000574,ST-006,2025-04-24,CASH,20.26,1.42,0.0
POS-00000575,ST-007,2025-04-06,CREDIT,49.04,3.43,0.0
POS-00000576,ST-008,2025-03-13,CASH,14.78,1.03,0.0
POS-00000577,ST-008,2025-10-16,GIFT_CARD,43.36,3.04,0.0
POS-00000578,ST-002,2025-12-13,DEBIT,40.04,2.8,0.0
POS-00000579,ST-005,2025-09-08,DEBIT,36.95,2.59,0.0
POS-00000580,ST-008,2025-07-27,DEBIT,32.18,2.25,0.0
POS-00000581,ST-008,2025-02-06,DEBIT,43.38,3.04,0.0
POS-00000582,ST-007,2025-08-10,CREDIT,25.3,1.77,0.0
POS-00000583,ST-003,2025-01-13,GIFT_CARD,24.23,1.7,0.0
POS-00000584,ST-005,2025-12-26,CASH,25.12,1.76,0.0
POS-00000585,ST-004,2025-06-20,DEBIT,45.07,3.15,0.0
POS-00000586,ST-006,2025-10-14,DEBIT,45.24,3.17,0.0
POS-00000587,ST-001,2025-03-08,CREDIT,39.86,2.79,0.0
POS-00000588,ST-003,2025-06-02,CREDIT,16.87,1.18,0.0
POS-00000589,ST-005,2025-05-23,CASH,75.63,5.29,0.0
POS-00000590,ST-004,2025-08-01,CASH,38.74,2.71,0.0
POS-00000591,ST-003,2025-09-26,GIFT_CARD,18.49,1.29,0.0
POS-00000592,ST-004,2025-07-25,CREDIT,19.85,1.39,0.0
POS-00000593,ST-007,2025-06-17,GIFT_CARD,44.69,3.13,0.0
POS-00000594,ST-002,2025-04-04,GIFT_CARD,125.5,8.78,0.0
POS-00000595,ST-007,2025-04-28,DEBIT,30.35,2.12,0.0
POS-00000596,ST-008,2025-02-25,DEBIT,22.35,1.56,0.0
POS-00000597,ST-006,2025-06-06,CREDIT,20.78,1.45,0.0
POS-00000598,ST-003,2025-01-26,GIFT_CARD,223.47,15.64,0.0
POS-00000599,ST-005,2025-05-11,CASH,26.95,1.89,0.0
POS-00000600,ST-006,2025-02-03,DEBIT,25.95,1.82,0.0
POS-00000601,ST-002,2025-12-20,CREDIT,45.99,3.22,0.0
POS-00000602,ST-001,2025-12-15,CASH,44.03,3.08,0.0
POS-00000603,ST-007,2025-09-13,CASH,113.29,7.93,0.0
POS-00000604,ST-005,2025-05-02,GIFT_CARD,88.82,6.22,0.0
POS-00000605,ST-004,2025-07-31,CREDIT,174.18,12.19,0.0
POS-00000606,ST-005,2025-03-17,CREDIT,42.49,2.97,0.0
POS-00000607,ST-002,2025-01-20,GIFT_CARD,33.26,2.33,0.0
POS-00000608,ST-006,2025-02-25,DEBIT,24.51,1.72,0.0
POS-00000609,ST-005,2025-08-27,GIFT_CARD,23.82,1.67,0.0
POS-00000610,ST-005,2025-07-18,CREDIT,33.69,2.36,0.0
POS-00000611,ST-001,2025-12-13,CREDIT,15.24,1.07,0.0
POS-00000612,ST-004,2025-04-19,GIFT_CARD,4.44,0.31,0.0
POS-00000613,ST-007,2025-11-15,CASH,18.41,1.29,0.0
POS-00000614,ST-005,2025-05-23,CREDIT,92.65,6.49,0.0
POS-00000615,ST-006,2025-01-26,CASH,67.63,4.73,0.0
POS-00000616,ST-005,2025-12-27,DEBIT,23.13,1.62,0.0
POS-00000617,ST-003,2025-04-30,DEBIT,20.92,1.46,0.0
POS-00000618,ST-007,2025-12-26,GIFT_CARD,26.81,1.88,0.0
POS-00000619,ST-003,2025-04-15,DEBIT,35.9,2.51,0.0
POS-00000620,ST-007,2025-11-22,CASH,26.57,1.86,0.0
POS-00000621,ST-008,2025-08-06,GIFT_CARD,6.5,0.46,0.0
POS-00000622,ST-007,2025-05-28,CASH,87.44,6.12,0.0
POS-00000623,ST-005,2025-06-01,CASH,57.13,4.0,0.0
POS-00000624,ST-002,2025-10-24,CASH,64.59,4.52,0.0
POS-00000625,ST-006,2025-10-05,DEBIT,78.05,5.46,0.0
POS-00000626,ST-008,2025-06-07,CREDIT,27.62,1.93,0.0
POS-00000627,ST-003,2025-08-18,CASH,25.42,1.78,0.0
POS-00000628,ST-004,2025-08-19,CREDIT,80.17,5.61,0.0
POS-00000629,ST-007,2025-10-21,GIFT_CARD,14.35,1.0,0.0
POS-00000630,ST-002,2025-04-15,CREDIT,16.99,1.19,0.0
POS-00000631,ST-007,2025-06-06,GIFT_CARD,44.54,3.12,0.0
POS-00000632,ST-002,2025-03-11,GIFT_CARD,14.24,1.0,0.0
POS-00000633,ST-001,2025-10-04,GIFT_CARD,34.25,2.4,0.0
POS-00000634,ST-008,2025-12-11,CASH,42.64,2.98,0.0
POS-00000635,ST-004,2025-01-16,DEBIT,41.8,2.93,0.0
POS-00000636,ST-002,2025-09-13,CREDIT,10.06,0.7,0.0
POS-00000637,ST-006,2025-04-24,DEBIT,13.62,0.95,0.0
POS-00000638,ST-001,2025-01-01,CREDIT,34.22,2.4,0.0
POS-00000639,ST-006,2025-12-11,GIFT_CARD,107.46,7.52,0.0
POS-00000640,ST-003,2025-09-07,GIFT_CARD,65.03,4.55,0.0
POS-00000641,ST-004,2025-09-03,CASH,19.44,1.36,0.0
POS-00000642,ST-006,2025-09-26,CASH,11.98,0.84,0.0
POS-00000643,ST-001,2025-03-14,CREDIT,26.91,1.88,0.0
POS-00000644,ST-006,2025-02-01,CREDIT,26.24,1.84,0.0
POS-00000645,ST-004,2025-07-11,GIFT_CARD,31.31,2.19,0.0
POS-00000646,ST-007,2025-07-09,CASH,13.16,0.92,0.0
POS-00000647,ST-005,2025-10-08,CASH,19.08,1.34,0.0
POS-00000648,ST-006,2025-02-01,GIFT_CARD,48.25,3.38,0.0
POS-00000649,ST-005,2025-08-20,CASH,54.35,3.8,0.0
POS-00000650,ST-004,2025-08-18,DEBIT,12.25,0.86,0.0
POS-00000651,ST-005,2025-02-22,DEBIT,82.05,5.74,0.0
POS-00000652,ST-002,2025-03-01,CREDIT,33.6,2.35,0.0
POS-00000653,ST-004,2025-03-26,CASH,112.3,7.86,0.0
POS-00000654,ST-005,2025-10-25,CREDIT,77.0,5.39,0.0
POS-00000655,ST-003,2025-10-03,CREDIT,475.22,33.27,0.0
POS-00000656,ST-002,2025-05-05,GIFT_CARD,14.26,1.0,0.0
POS-00000657,ST-006,2025-08-09,CASH,43.52,3.05,0.0
POS-00000658,ST-007,2025-03-25,CASH,24.3,1.7,0.0
POS-00000659,ST-001,2025-10-11,CASH,25.69,1.8,0.0
POS-00000660,ST-004,2025-06-26,CREDIT,5.35,0.37,0.0
POS-00000661,ST-005,2025-08-15,DEBIT,23.69,1.66,0.0
POS-00000662,ST-001,2025-04-06,CREDIT,32.49,2.27,0.0
POS-00000663,ST-003,2025-12-19,CASH,38.13,2.67,0.0
POS-00000664,ST-004,2025-09-28,DEBIT,46.74,3.27,0.0
POS-00000665,ST-003,2025-11-22,CREDIT,17.99,1.26,0.0
POS-00000666,ST-003,2025-09-26,GIFT_CARD,36.97,2.59,0.0
POS-00000667,ST-008,2025-08-11,CASH,17.84,1.25,0.0
POS-00000668,ST-001,2025-12-25,GIFT_CARD,24.77,1.73,0.0
POS-00000669,ST-004,2025-05-02,GIFT_CARD,34.07,2.38,0.0
POS-00000670,ST-005,2025-12-16,DEBIT,72.96,5.11,0.0
POS-00000671,ST-003,2025-10-20,CREDIT,19.46,1.36,0.0
POS-00000672,ST-007,2025-04-16,DEBIT,28.02,1.96,0.0
POS-00000673,ST-003,2025-12-18,GIFT_CARD,39.98,2.8,0.0
POS-00000674,ST-006,2025-09-06,GIFT_CARD,82.46,5.77,0.0
POS-00000675,ST-006,2025-07-04,GIFT_CARD,48.7,3.41,0.0
POS-00000676,ST-004,2025-08-16,GIFT_CARD,137.62,9.63,0.0
POS-00000677,ST-005,2025-06-24,CREDIT,70.76,4.95,0.0
POS-00000678,ST-001,2025-07-11,CASH,34.34,2.4,0.0
POS-00000679,ST-005,2025-11-26,CREDIT,20.01,1.4,0.0
POS-00000680,ST-006,2025-11-10,CASH,52.84,3.7,0.0
POS-00000681,ST-001,2025-02-10,CASH,4.05,0.28,0.0
POS-00000682,ST-004,2025-10-08,GIFT_CARD,22.32,1.56,0.0
POS-00000683,ST-002,2025-10-06,CREDIT,22.79,1.6,0.0
POS-00000684,ST-003,2025-01-08,CASH,46.85,3.28,0.0
POS-00000685,ST-008,2025-09-15,CREDIT,9.58,0.67,0.0
POS-00000686,ST-001,2025-05-30,DEBIT,36.9,2.58,0.0
POS-00000687,ST-007,2025-05-22,DEBIT,18.59,1.3,0.0
POS-00000688,ST-003,2025-06-08,CASH,27.48,1.92,0.0
POS-00000689,ST-004,2025-12-13,CREDIT,25.92,1.81,0.0
POS-00000690,ST-005,2025-07-28,DEBIT,123.45,8.64,0.0
POS-00000691,ST-006,2025-07-25,GIFT_CARD,27.48,1.92,0.0
POS-00000692,ST-004,2025-11-26,DEBIT,38.39,2.69,0.0
POS-00000693,ST-007,2025-04-29,GIFT_CARD,33.43,2.34,0.0
POS-00000694,ST-004,2025-05-03,CASH,18.32,1.28,0.0
POS-00000695,ST-001,2025-10-13,CASH,32.04,2.24,0.0
POS-00000696,ST-004,2025-06-21,CREDIT,29.81,2.09,0.0
POS-00000697,ST-006,2025-09-14,CREDIT,40.66,2.85,0.0
POS-00000698,ST-001,2025-01-18,DEBIT,134.32,9.4,0.0
POS-00000699,ST-006,2025-04-09,CREDIT,29.68,2.08,0.0
POS-00000700,ST-001,2025-07-19,CASH,17.69,1.24,0.0
POS-00000701,ST-002,2025-07-27,GIFT_CARD,90.38,6.33,0.0
POS-00000702,ST-002,2025-03-23,GIFT_CARD,25.57,1.79,0.0
POS-00000703,ST-002,2025-09-23,CASH,23.32,1.63,0.0
POS-00000704,ST-006,2025-10-20,CREDIT,38.49,2.69,0.0
POS-00000705,ST-005,2025-08-29,GIFT_CARD,100.88,7.06,0.0
POS-00000706,ST-004,2025-03-18,GIFT_CARD,92.58,6.48,0.0
POS-00000707,ST-008,2025-05-29,CREDIT,123.45,8.64,0.0
POS-00000708,ST-004,2025-10-08,DEBIT,51.5,3.61,0.0
POS-00000709,ST-004,2025-02-17,CREDIT,130.38,9.13,0.0
POS-00000710,ST-003,2025-04-15,CASH,75.15,5.26,0.0
POS-00000711,ST-003,2025-10-25,CASH,17.06,1.19,0.0
POS-00000712,ST-004,2025-06-03,CASH,12.68,0.89,0.0
POS-00000713,ST-007,2025-06-06,DEBIT,21.79,1.53,0.0
POS-00000714,ST-008,2025-10-20,GIFT_CARD,25.83,1.81,0.0
POS-00000715,ST-001,2025-01-29,CREDIT,125.41,8.78,0.0
POS-00000716,ST-002,2025-09-12,CREDIT,35.35,2.47,0.0
POS-00000717,ST-002,2025-03-02,GIFT_CARD,13.74,0.96,0.0
POS-00000718,ST-007,2025-02-07,DEBIT,6.07,0.42,0.0
POS-00000719,ST-001,2025-11-03,CASH,79.13,5.54,0.0
POS-00000720,ST-003,2025-10-18,CREDIT,29.53,2.07,0.0
POS-00000721,ST-001,2025-10-18,DEBIT,15.88,1.11,0.0
POS-00000722,ST-008,2025-07-25,DEBIT,82.76,5.79,0.0
POS-00000723,ST-004,2025-01-20,CREDIT,35.09,2.46,0.0
POS-00000724,ST-008,2025-03-30,CREDIT,35.66,2.5,0.0
POS-00000725,ST-003,2025-02-28,GIFT_CARD,55.22,3.87,0.0
POS-00000726,ST-003,2025-04-26,CASH,15.7,1.1,0.0
POS-00000727,ST-008,2025-10-26,GIFT_CARD,38.42,2.69,0.0
POS-00000728,ST-008,2025-02-06,CASH,27.27,1.91,0.0
POS-00000729,ST-003,2025-11-08,DEBIT,65.45,4.58,0.0
POS-00000730,ST-003,2025-04-05,GIFT_CARD,146.48,10.25,0.0
POS-00000731,ST-005,2025-12-27,GIFT_CARD,47.31,3.31,0.0
POS-00000732,ST-004,2025-12-25,CASH,103.38,7.24,0.0
POS-00000733,ST-002,2025-05-03,CREDIT,87.59,6.13,0.0
POS-00000734,ST-005,2025-03-13,CASH,98.84,6.92,0.0
POS-00000735,ST-002,2025-07-25,CREDIT,19.99,1.4,0.0
POS-00000736,ST-008,2025-06-30,GIFT_CARD,13.56,0.95,0.0
POS-00000737,ST-002,2025-01-21,CASH,37.94,2.66,0.0
POS-00000738,ST-004,2025-09-27,GIFT_CARD,26.23,1.84,0.0
POS-00000739,ST-003,2025-01-31,GIFT_CARD,53.73,3.76,0.0
POS-00000740,ST-001,2025-10-09,GIFT_CARD,43.27,3.03,0.0
POS-00000741,ST-007,2025-06-17,CASH,24.9,1.74,0.0
POS-00000742,ST-001,2025-08-12,CASH,66.66,4.67,0.0
POS-00000743,ST-002,2025-10-11,GIFT_CARD,37.41,2.62,0.0
POS-00000744,ST-003,2025-03-23,GIFT_CARD,109.75,7.68,0.0
POS-00000745,ST-002,2025-10-03,CASH,16.17,1.13,0.0
