bom_id,parent_sku,component_sku,qty_per_parent,effective_date
BOM-001744,SKU-000193,SKU-000580,2.73,2025-02-02
BOM-001745,SKU-000288,SKU-000331,2.38,2025-05-04
BOM-001746,SKU-000243,SKU-000015,5.09,2025-03-14
BOM-001747,SKU-000567,SKU-000255,8.45,2024-12-06
BOM-001748,SKU-000261,SKU-000588,0.59,2024-03-17
BOM-001749,SKU-000041,SKU-000343,0.64,2025-12-19
BOM-001750,SKU-000575,SKU-000369,6.64,2024-05-21
BOM-001751,SKU-000139,SKU-000053,1.61,2024-01-28
BOM-001752,SKU-000413,SKU-000199,9.8,2025-08-30
BOM-001753,SKU-000443,SKU-000126,7.7,2023-10-04
BOM-001754,SKU-000257,SKU-000007,4.37,2024-11-02
BOM-001755,SKU-000338,SKU-000423,7.46,2024-05-23
BOM-001756,SKU-000077,SKU-000561,9.57,2025-11-04
BOM-001757,SKU-000566,SKU-000345,9.87,2024-04-16
BOM-001758,SKU-000167,SKU-000508,8.56,2024-07-07
BOM-001759,SKU-000069,SKU-000303,9.97,2024-01-28
BOM-001760,SKU-000027,SKU-000092,8.1,2025-07-23
BOM-001761,SKU-000529,SKU-000095,2.19,2024-10-26
BOM-001762,SKU-000009,SKU-000428,6.81,2023-10-04
BOM-001763,SKU-000012,SKU-000323,2.12,2023-12-06
BOM-001764,SKU-000268,SKU-000196,2.27,2025-11-19
BOM-001765,SKU-000452,SKU-000315,7.03,2025-07-10
BOM-001766,SKU-000599,SKU-000159,8.42,2023-04-30
BOM-001767,SKU-000513,SKU-000376,2.41,2025-12-02
BOM-001768,SKU-000048,SKU-000101,7.52,2023-11-17
BOM-001769,SKU-000042,SKU-000278,4.06,2023-10-18
BOM-001770,SKU-000288,SKU-000558,4.56,2023-03-22
BOM-001771,SKU-000119,SKU-000433,4.77,2023-03-10
BOM-001772,SKU-000021,SKU-000053,6.47,2023-09-23
BOM-001773,SKU-000307,SKU-000246,9.47,2025-11-12
BOM-001774,SKU-000366,SKU-000134,2.48,2023-10-01
BOM-001775,SKU-000459,SKU-000341,2.95,2024-07-17
BOM-001776,SKU-000294,SKU-000432,7.94,2025-01-21
BOM-001777,SKU-000217,SKU-000273,6.06,2024-08-24
BOM-001778,SKU-000435,SKU-000505,3.22,2025-03-20
BOM-001779,SKU-000489,SKU-000547,0.84,2024-06-05
BOM-001780,SKU-000199,SKU-000485,3.34,2025-01-18
BOM-001781,SKU-000102,SKU-000108,3.35,2024-11-26
BOM-001782,SKU-000228,SKU-000049,9.23,2023-08-03
BOM-001783,SKU-000027,SKU-000204,8.5,2023-02-03
BOM-001784,SKU-000439,SKU-000431,8.14,2025-09-27
BOM-001785,SKU-000128,SKU-000022,9.42,2025-04-03
BOM-001786,SKU-000426,SKU-000486,8.23,2023-02-22
BOM-001787,SKU-000503,SKU-000506,3.48,2025-04-12
BOM-001788,SKU-000065,SKU-000097,3.17,2023-08-03
BOM-001789,SKU-000072,SKU-000267,6.83,2024-07-01
BOM-001790,SKU-000518,SKU-000237,8.53,2025-12-10
BOM-001791,SKU-000382,SKU-000579,5.16,2023-12-24
BOM-001792,SKU-000152,SKU-000064,9.69,2024-09-19
BOM-001793,SKU-000292,SKU-000071,4.38,2023-12-31
BOM-001794,SKU-000358,SKU-000598,2.1,2023-08-12
BOM-001795,SKU-000445,SKU-000211,8.87,2023-01-10
BOM-001796,SKU-000327,SKU-000539,6.42,2025-03-20
BOM-001797,SKU-000057,SKU-000438,4.83,2024-10-13
BOM-001798,SKU-000273,SKU-000299,4.59,2024-04-09
BOM-001799,SKU-000211,SKU-000375,7.52,2024-07-13
BOM-001800,SKU-000391,SKU-000302,6.38,2025-11-08
